num_points,true_distance,epsilon,sample_size,Method1_avg_time,Method2_avg_time,Method1_accuracy,Method2_accuracy
5000,4.45016041826825,0.5,20,0.00068043,0.00081328,100,76
5000,4.45016041826825,0.45,23,0.00063662,0.00088142,100,59
5000,4.45016041826825,0.4,25,0.00069441,0.00078816,100,57
5000,4.45016041826825,0.35,29,0.00067171,0.00086735,100,65
5000,4.45016041826825,0.3,34,0.00071167,0.00086409,100,70
5000,4.45016041826825,0.25,40,0.00078426,0.0009346,100,59
5000,4.45016041826825,0.2,50,0.00091718,0.00104663,100,70
5000,4.45016041826825,0.15,67,0.0012754,0.00140054,100,71
5000,4.45016041826825,0.1,101,0.0017399,0.00188171,100,64
5000,4.45016041826825,0.05,201,0.00333623,0.00342641,100,55
10000,3.83743316095089,0.5,20,0.00060204,0.00086286,100,65
10000,3.83743316095089,0.45,23,0.00060629,0.00085211,100,64
10000,3.83743316095089,0.4,25,0.00062044,0.00084103,100,67
10000,3.83743316095089,0.35,29,0.00065047,0.000858180000000001,100,59
10000,3.83743316095089,0.3,34,0.000689,0.00089817,100,67
10000,3.83743316095089,0.25,40,0.00075984,0.00097102,100,62
10000,3.83743316095089,0.2,50,0.00090388,0.00111186,100,68
10000,3.83743316095089,0.15,67,0.00128122,0.00145801,100,58
10000,3.83743316095089,0.1,101,0.00179638,0.00200325,100,65
10000,3.83743316095089,0.05,201,0.00337807,0.00380632,100,68
15000,5.03791291982755,0.5,20,0.00059395,0.00086737,100,56
15000,5.03791291982755,0.45,23,0.00060694,0.00087403,100,61
15000,5.03791291982755,0.4,25,0.00063085,0.00090733,100,61
15000,5.03791291982755,0.35,29,0.00065612,0.00093666,100,61
15000,5.03791291982755,0.3,34,0.00070023,0.00097606,100,64
15000,5.03791291982755,0.25,40,0.00075668,0.00104526,100,70
15000,5.03791291982755,0.2,50,0.00089155,0.00116899,100,71
15000,5.03791291982755,0.15,67,0.00122944,0.00156186,100,66
15000,5.03791291982755,0.1,101,0.00173753,0.00206351,100,72
15000,5.03791291982755,0.05,201,0.00341804,0.0037987,100,69
20000,0.010170093911787,0.5,20,0.00059963,0.00092394,100,62
20000,0.010170093911787,0.45,23,0.00061487,0.00095598,100,65
20000,0.010170093911787,0.4,25,0.00062769,0.00096758,100,61
20000,0.010170093911787,0.35,29,0.00065553,0.00099442,100,66
20000,0.010170093911787,0.3,34,0.00069886,0.00104454,100,64
20000,0.010170093911787,0.25,40,0.00076683,0.00117497,100,74
20000,0.010170093911787,0.2,50,0.00091627,0.00124991,100,65
20000,0.010170093911787,0.15,67,0.00124119,0.00172538,100,57
20000,0.010170093911787,0.1,101,0.00173769,0.00206901,100,74
20000,0.010170093911787,0.05,201,0.0032767,0.00361557,100,70
25000,0.000966082919126263,0.5,20,0.00059594,0.0009947,100,53
25000,0.000966082919126263,0.45,23,0.00061224,0.00100003,100,57
25000,0.000966082919126263,0.4,25,0.00062125,0.00101456,100,61
25000,0.000966082919126263,0.35,29,0.00064991,0.0010554,100,60
25000,0.000966082919126263,0.3,34,0.00070641,0.00110511,100,67
25000,0.000966082919126263,0.25,40,0.00076335,0.00116515,100,58
25000,0.000966082919126263,0.2,50,0.000910110000000001,0.00131426,100,57
25000,0.000966082919126263,0.15,67,0.00124217,0.00166898,100,74
25000,0.000966082919126263,0.1,101,0.00174098,0.00218383,100,69
25000,0.000966082919126263,0.05,201,0.00339151,0.0037672,100,69
30000,2.81132521161289,0.5,20,0.0006071,0.00109063,100,63
30000,2.81132521161289,0.45,23,0.00061069,0.00106892,100,62
30000,2.81132521161289,0.4,25,0.00062921,0.00107111,100,76
30000,2.81132521161289,0.35,29,0.00064681,0.00111683,100,70
30000,2.81132521161289,0.3,34,0.00071628,0.00117865,100,60
30000,2.81132521161289,0.25,40,0.00075589,0.00133231,100,64
30000,2.81132521161289,0.2,50,0.00089596,0.00134227,100,64
30000,2.81132521161289,0.15,67,0.00123516,0.00170298,100,68
30000,2.81132521161289,0.1,101,0.00174123,0.00219773,100,69
30000,2.81132521161289,0.05,201,0.00328355,0.00387951,100,55
35000,4.48721629128119,0.5,20,0.00059192,0.00117181,100,53
35000,4.48721629128119,0.45,23,0.0006143,0.00116784,100,69
35000,4.48721629128119,0.4,25,0.00062059,0.00126035,100,64
35000,4.48721629128119,0.35,29,0.00066231,0.00121539,100,55
35000,4.48721629128119,0.3,34,0.00069885,0.00122729,100,67
35000,4.48721629128119,0.25,40,0.0007496,0.00128974,100,66
35000,4.48721629128119,0.2,50,0.00089765,0.00149196,100,65
35000,4.48721629128119,0.15,67,0.00124468,0.0018537,100,66
35000,4.48721629128119,0.1,101,0.00171998,0.00227987,100,68
35000,4.48721629128119,0.05,201,0.0033362,0.00393546,100,65
40000,4.47618894689778,0.5,20,0.00059396,0.00116875,100,61
40000,4.47618894689778,0.45,23,0.00061888,0.0012315,100,58
40000,4.47618894689778,0.4,25,0.00061976,0.00124237,100,57
40000,4.47618894689778,0.35,29,0.00065695,0.00123293,100,67
40000,4.47618894689778,0.3,34,0.00069723,0.00128947,100,56
40000,4.47618894689778,0.25,40,0.00075317,0.00135259,100,54
40000,4.47618894689778,0.2,50,0.00089024,0.00150083,100,66
40000,4.47618894689778,0.15,67,0.00124561,0.00186531,100,61
40000,4.47618894689778,0.1,101,0.0018039,0.00236687,100,63
40000,4.47618894689778,0.05,201,0.00344092,0.00400781,100,65
45000,3.56819288913102,0.5,20,0.00059137,0.0013101,100,64
45000,3.56819288913102,0.45,23,0.00060841,0.00130381,100,63
45000,3.56819288913102,0.4,25,0.00062206,0.00125864,100,62
45000,3.56819288913102,0.35,29,0.00064842,0.0013239,100,69
45000,3.56819288913102,0.3,34,0.00069569,0.00135956,100,61
45000,3.56819288913102,0.25,40,0.00076127,0.00140824,100,63
45000,3.56819288913102,0.2,50,0.00087706,0.00156987,100,57
45000,3.56819288913102,0.15,67,0.00123543,0.00186955,100,68
45000,3.56819288913102,0.1,101,0.00172379,0.00243412,100,67
45000,3.56819288913102,0.05,201,0.00328733,0.00406275,100,76
50000,4.79733311804003,0.5,20,0.00059908,0.00130169,100,66
50000,4.79733311804003,0.45,23,0.00060667,0.00137859,100,65
50000,4.79733311804003,0.4,25,0.00063612,0.0013414,100,73
50000,4.79733311804003,0.35,29,0.00065719,0.00135274,100,64
50000,4.79733311804003,0.3,34,0.00070293,0.00150478,100,61
50000,4.79733311804003,0.25,40,0.00076437,0.001551,100,63
50000,4.79733311804003,0.2,50,0.00092385,0.00168011,100,61
50000,4.79733311804003,0.15,67,0.00123139,0.00204756,100,62
50000,4.79733311804003,0.1,101,0.00175858,0.00246184,100,61
50000,4.79733311804003,0.05,201,0.00334592,0.00394363,100,72
55000,0.0262564808956496,0.5,20,0.00059649,0.0013728,100,68
55000,0.0262564808956496,0.45,23,0.00061217,0.00137366,100,54
55000,0.0262564808956496,0.4,25,0.00062454,0.00138721,100,60
55000,0.0262564808956496,0.35,29,0.00065346,0.00145558,100,59
55000,0.0262564808956496,0.3,34,0.00070511,0.00146215,100,57
55000,0.0262564808956496,0.25,40,0.00075794,0.00156294,100,60
55000,0.0262564808956496,0.2,50,0.00089367,0.00169176,100,71
55000,0.0262564808956496,0.15,67,0.00124805,0.00200405,100,65
55000,0.0262564808956496,0.1,101,0.00174025,0.00256997,100,73
55000,0.0262564808956496,0.05,201,0.00328905,0.00408607,100,66
60000,0.908481821753532,0.5,20,0.0005919,0.00149722,100,53
60000,0.908481821753532,0.45,23,0.00060878,0.00143521,100,56
60000,0.908481821753532,0.4,25,0.00061456,0.00143904,100,69
60000,0.908481821753532,0.35,29,0.00065438,0.00149415,100,53
60000,0.908481821753532,0.3,34,0.00069785,0.00151649,100,62
60000,0.908481821753532,0.25,40,0.00075358,0.00159762,100,61
60000,0.908481821753532,0.2,50,0.00090199,0.00172729,100,59
60000,0.908481821753532,0.15,67,0.00127072,0.00209674,100,66
60000,0.908481821753532,0.1,101,0.00179273,0.00264735,100,69
60000,0.908481821753532,0.05,201,0.00316682,0.0041787,100,61
65000,2.00670017018585,0.5,20,0.00059236,0.00164302,100,61
65000,2.00670017018585,0.45,23,0.00060955,0.00154888,100,61
65000,2.00670017018585,0.4,25,0.0006363,0.00156014,100,62
65000,2.00670017018585,0.35,29,0.00065372,0.00164885,100,67
65000,2.00670017018585,0.3,34,0.0006996,0.0016702,100,61
65000,2.00670017018585,0.25,40,0.00075699,0.00169366,100,65
65000,2.00670017018585,0.2,50,0.00089338,0.00180405,100,63
65000,2.00670017018585,0.15,67,0.00127203,0.00215939,100,67
65000,2.00670017018585,0.1,101,0.0017161,0.00285343,100,67
65000,2.00670017018585,0.05,201,0.0033848,0.00426837,100,70
70000,3.93110574510986,0.5,20,0.00059226,0.00159009,100,61
70000,3.93110574510986,0.45,23,0.00062073,0.0015578,100,54
70000,3.93110574510986,0.4,25,0.00065133,0.00159799,100,60
70000,3.93110574510986,0.35,29,0.00065099,0.00160376,100,70
70000,3.93110574510986,0.3,34,0.00068927,0.00167674,100,56
70000,3.93110574510986,0.25,40,0.0007642,0.00169714,100,55
70000,3.93110574510986,0.2,50,0.00088905,0.00188824,100,56
70000,3.93110574510986,0.15,67,0.00122323,0.00222471,100,65
70000,3.93110574510986,0.1,101,0.00176524,0.00273263,100,64
70000,3.93110574510986,0.05,201,0.00341779,0.00444167,100,63
75000,4.27029187879737,0.5,20,0.00061879,0.00159755,100,60
75000,4.27029187879737,0.45,23,0.00060864,0.00169372,100,47
75000,4.27029187879737,0.4,25,0.00062041,0.00166199,100,60
75000,4.27029187879737,0.35,29,0.00064918,0.00167804,100,67
75000,4.27029187879737,0.3,34,0.0006922,0.00171423,100,58
75000,4.27029187879737,0.25,40,0.00075881,0.00177855,100,69
75000,4.27029187879737,0.2,50,0.00088506,0.00194362,100,56
75000,4.27029187879737,0.15,67,0.00124221,0.00227924,100,63
75000,4.27029187879737,0.1,101,0.00179095,0.00282186,100,66
75000,4.27029187879737,0.05,201,0.00344236,0.00447914,100,68
80000,0.953696934843906,0.5,20,0.00058729,0.00169495,100,53
80000,0.953696934843906,0.45,23,0.00060951,0.0016706,100,57
80000,0.953696934843906,0.4,25,0.00062305,0.00169082,100,68
80000,0.953696934843906,0.35,29,0.00065664,0.00172372,100,52
80000,0.953696934843906,0.3,34,0.00069723,0.0017959,100,60
80000,0.953696934843906,0.25,40,0.00076755,0.00183022,100,58
80000,0.953696934843906,0.2,50,0.00090942,0.00198982,100,63
80000,0.953696934843906,0.15,67,0.00129496,0.00238684,100,57
80000,0.953696934843906,0.1,101,0.00176854,0.00283899,100,68
80000,0.953696934843906,0.05,201,0.00324818,0.00456142,100,60
85000,0.0139574931386772,0.5,20,0.00059818,0.00170893,100,65
85000,0.0139574931386772,0.45,23,0.00060722,0.00174076,100,62
85000,0.0139574931386772,0.4,25,0.00062232,0.00176717,100,62
85000,0.0139574931386772,0.35,29,0.00065505,0.00177365,100,58
85000,0.0139574931386772,0.3,34,0.00069421,0.00183273,100,62
85000,0.0139574931386772,0.25,40,0.0007592,0.00191007,100,56
85000,0.0139574931386772,0.2,50,0.0009012,0.00203041,100,68
85000,0.0139574931386772,0.15,67,0.00124909,0.00237675,100,63
85000,0.0139574931386772,0.1,101,0.00175257,0.00291226,100,70
85000,0.0139574931386772,0.05,201,0.00326148,0.00467372,100,72
90000,1.06385197067704,0.5,20,0.00058669,0.00179159,100,66
90000,1.06385197067704,0.45,23,0.00060693,0.00179646,100,71
90000,1.06385197067704,0.4,25,0.00064162,0.00180651,100,66
90000,1.06385197067704,0.35,29,0.00065451,0.0018624,100,63
90000,1.06385197067704,0.3,34,0.00069918,0.00188268,100,62
90000,1.06385197067704,0.25,40,0.00076394,0.00199016,100,69
90000,1.06385197067704,0.2,50,0.00090361,0.00213311,100,53
90000,1.06385197067704,0.15,67,0.00124578,0.00261689,100,56
90000,1.06385197067704,0.1,101,0.00178409,0.00315427,100,66
90000,1.06385197067704,0.05,201,0.00326948,0.00453929,100,67
95000,4.27298380635411,0.5,20,0.00060072,0.00184639,100,63
95000,4.27298380635411,0.45,23,0.00060667,0.0018892,100,52
95000,4.27298380635411,0.4,25,0.00063052,0.00189852,100,68
95000,4.27298380635411,0.35,29,0.00066376,0.0018955,100,62
95000,4.27298380635411,0.3,34,0.00069653,0.00193013,100,61
95000,4.27298380635411,0.25,40,0.00077087,0.00209209,100,63
95000,4.27298380635411,0.2,50,0.00092183,0.00220026,100,57
95000,4.27298380635411,0.15,67,0.00128168,0.00253349,100,62
95000,4.27298380635411,0.1,101,0.00174824,0.00313875,100,67
95000,4.27298380635411,0.05,201,0.00343805,0.00456955,100,66
100000,4.76963632857959,0.5,20,0.00059554,0.00188177,100,65
100000,4.76963632857959,0.45,23,0.00060422,0.00191102,100,67
100000,4.76963632857959,0.4,25,0.00061707,0.00200961,100,73
100000,4.76963632857959,0.35,29,0.00064817,0.00198582,100,58
100000,4.76963632857959,0.3,34,0.00069382,0.00204751,100,62
100000,4.76963632857959,0.25,40,0.00076308,0.00207994,100,64
100000,4.76963632857959,0.2,50,0.00089645,0.00222218,100,66
100000,4.76963632857959,0.15,67,0.00123669,0.00261991,100,66
100000,4.76963632857959,0.1,101,0.00172553,0.0031058,100,59
100000,4.76963632857959,0.05,201,0.0032414,0.00463652,100,62
